hero1,hero2
MAGNETO/MAGNUS/ERIC ,"RASPUTIN, MIKHAIL"
MAGNETO/MAGNUS/ERIC ,"WISDOM, PETER"
MAGNETO/MAGNUS/ERIC ,MR. FANTASTIC/REED R
MAGNETO/MAGNUS/ERIC ,WOLVERINE/LOGAN 
MAGNETO/MAGNUS/ERIC ,WOLVERINE/LOGAN 
MAGNETO/MAGNUS/ERIC ,WOLVERINE/LOGAN 
MAGNETO/MAGNUS/ERIC ,MALICE IV
MAGNETO/MAGNUS/ERIC ,SELENE
MAGNETO/MAGNUS/ERIC ,ORACLE/LADY SIBYL
MAGNETO/MAGNUS/ERIC ,WASP/JANET VAN DYNE 
MAGNETO/MAGNUS/ERIC ,PHOENIX III/RACHEL S
"MAGNUM, MOSES",NIGHTCRAWLER/KURT WA
MAGNUS,SHROUD/MAXIMILLIAN Q
MAGUS,ROGUE /
MAGUS,NEBULA
MAGUS,WOLFSBANE/RAHNE SINC
MAGUS,THANOS DOPPELGANGER
MAGUS,NORTHSTAR/JEAN-PAUL 
MAGUS,NORTHSTAR/JEAN-PAUL 
MAGUS,PUCK DOPPELGANGER II
MAGUS II,SHADOWCAT/KATHERINE 
"MAJOWSKI, SAM MOTHER","RASSITANO, MAD DOG"
"MAJOWSKI, SAM MOTHER",SHADOWCAT/KATHERINE 
MAKKARI/MIKE KHARY/I,SARDAN
MAKKARI/MIKE KHARY/I,PHASTOS [ETERNAL]
MAKKARI/MIKE KHARY/I,YRDISIS
MAKKARI/MIKE KHARY/I,NOVA/RICHARD RIDER
MAKKARI/MIKE KHARY/I,ZURAS
MAKKARI/MIKE KHARY/I,THENA
MAKKARI/MIKE KHARY/I,SERSI/SYLVIA
MALEKITH/MALCOLM KEI,SURTUR
MALICE IV,SCALPHUNTER
MALICE V/NAKIA,THOR/DR. DONALD BLAK
MALICE V/NAKIA,OKOYE
"MALPHER, KATHY","WATSON-PARKER, MARY "
MAM'SELLE HEPZIBAH,SHADOWCAT/KATHERINE 
MAM'SELLE HEPZIBAH,SHADOWCAT/KATHERINE 
MAM'SELLE HEPZIBAH,SIKORSKY
MAM'SELLE HEPZIBAH,PROFESSOR X/CHARLES 
MAM'SELLE HEPZIBAH,NIGHTCRAWLER/KURT WA
MAM'SELLE HEPZIBAH,"STRUCKER, ANDREAS"
MAN-APE/M'BAKU,POWER MAN/ERIK JOSTE
MAN-APE/M'BAKU,W'KABI
MAN-APE/M'BAKU,WATER WIZARD/PETE
MAN-APE/M'BAKU,QUEEN DIVINE JUSTICE
MAN-APE/M'BAKU,SCREAMING MIMI/MELIS
MAN-APE/M'BAKU,MAN-KILLER/KATRINA L
MAN-BEAST,QUICKSILVER/PIETRO M
MAN-KILLER/KATRINA L,WONDER MAN/SIMON WIL
MAN-KILLER/KATRINA L,TOPSPIN/DARREN MITCH
MAN-KILLER/KATRINA L,WHIPLASH/MARK SCARLO
MANBOT/BERNIE LACHEN,MEANY
MANBOT/BERNIE LACHEN,SAURON/DR. KARL LYKO
MANBOT/BERNIE LACHEN,MURMUR II/ARLETTE TR
MANBOT/BERNIE LACHEN,MARIONETTE/MARI
MANDARIN,"ROBERTS, CHESS"
MANDARIN,"O'BRIEN, MICHAEL"
MANGOG,THOR/DR. DONALD BLAK
MANIKIN/DR. WHITMAN ,SNOWBIRD/NARYA/ANNE 
MANIKIN/DR. WHITMAN ,PATHWAY/LAURA DEAN
MANIPULATOR/,THERAK
"MANOLIS, LT. NICK","NELSON, FRANKLIN FOG"
MANSLAUGHTER,RINTRAH
MANTIS (SPACE PHANTO,PHARAOH RAMA-TUT
MANTIS/? BRANDT,SCARLET WITCH/WANDA 
MANTIS/? BRANDT,SCARLET WITCH/WANDA 
MANTIS/? BRANDT,SWORDSMAN/JACQUES DU
MANTIS/? BRANDT,"NORRISS, SISTER BARB"
MARAUD,"POWER, MARGARET"
MARAUD,"POWER, MARGARET"
MARGOYLE,THOR/DR. DONALD BLAK
MARIONETTE/MARI,RADIUS/JARED CORBO
"MARLES, DR. THOMAS",MOONBOY
MARRINA/MARRINA SMAL,THOR/DR. DONALD BLAK
MARROW/SARAH ,NIGHTCRAWLER/KURT WA
MARROW/SARAH ,SYNCH/EVERETT THOMAS
MARROW/SARAH ,"PILLMAN, JIM"
MARROW/SARAH ,"SUMMERS, NATHAN CHRI"
MARROW/SARAH ,POLARIS/LORNA DANE
MARROW/SARAH ,PSYLOCKE/ELISABETH B
MARROW/SARAH ,"THOMPSON, EUGENE FLA"
"MARRS, DESMOND",MR. FANTASTIC/REED R
"MARTELL, SHIELD AGEN",SKYE
"MARTIN, ASHLEY",MARVEL GIRL/JEAN GRE
"MARTINELLI, VINCENT ",MR. FANTASTIC/REED R
MARVEL GIRL DOPPELGA,VINDICATOR II DOPPEL
MARVEL GIRL II/VALER,SHE-HULK/JENNIFER WA
MARVEL GIRL/JEAN GRE,STYGLUT/
MARVEL GIRL/JEAN GRE,PIPELINE/CORMICK GRI
MARVEL GIRL/JEAN GRE,RICTOR/JULIO ESTEBAN
MARVEL GIRL/JEAN GRE,STRONG GUY/GUIDO CAR
MARVEL GIRL/JEAN GRE,WOLVERINE/LOGAN 
MARVEL GIRL/JEAN GRE,USAGENT/CAPTAIN JOHN
MARVEL GIRL/JEAN GRE,SPIDER-WOMAN II/JULI
MARVEL GIRL/JEAN GRE,"MURPHY, MELISSA"
MARVEL GIRL/JEAN GRE,RED GUARDIAN V
MARVEL GIRL/JEAN GRE,SPIRAL
MARVEL GIRL/JEAN GRE,VINDALOO/
MARVEL GIRL/JEAN GRE,PSYLOCKE/ELISABETH B
MARVEL GIRL/JEAN GRE,PSYLOCKE/ELISABETH B
MARVEL GIRL/JEAN GRE,WASP/JANET VAN DYNE 
MARVEL GIRL/JEAN GRE,TOWER
MARVEL GIRL/JEAN GRE,"PAIBOK, CAPT. [SKRUL"
MARVEL GIRL/JEAN GRE,"RASPUTIN, MIKHAIL"
MARVEL GIRL/JEAN GRE,"PHILLIPS, SIR GORDON"
MARVEL GIRL/JEAN GRE,MEGGAN
MARVEL GIRL/JEAN GRE,ROGUE /
MARVEL GIRL/JEAN GRE,NOVA/RICHARD RIDER
MARVEL GIRL/JEAN GRE,SIRYN/THERESA ROURKE
MARVEL GIRL/JEAN GRE,TRAPSTER/PETER PETRU
MARVEL GIRL/JEAN GRE,WOLVERINE DOPPELGANG
MARVEL WOMAN | MUTAN,MEDUSA | MUTANT X-VE
"MASON, LOUISE",MINISTER BLOOD
"MASON, WANDA",SABRETOOTH/VICTOR CR
MASQUE,SHATTERSTAR II/GAVEE
MASQUE,SABRETOOTH/VICTOR CR
MASTER MAN/WILHELM L,UNION JACK/LORD MONT
MASTER MAN/WILHELM L,UNION JACK/LORD MONT
MASTER MAN/WILHELM L,UNION JACK II/BRIAN 
MASTER MAN/WILHELM L,WARRIOR WOMAN/JULIA 
MASTER MOLD II,SKIDS/SALLY BLEVINS
MASTER MOLD II,ROGUE /
MASTER MOLD II,WOLVERINE/LOGAN 
MASTER ORDER,WONDER MAN/SIMON WIL
MASTER PANDEMONIUM/M,MEPHISTO
MASTER PANDEMONIUM/M,WONDER MAN/SIMON WIL
MASTER/ESHU,SASQUATCH/WALTER LAN
MASTER/ESHU,SINEW/
MASTER/ESHU,SNOWBIRD/NARYA/ANNE 
MASTER/ESHU,TECH-NOIR/
MASTER/ESHU,STRIDER
"MASTERS, ALICIA REIS","TOWER, BLAKE"
"MASTERS, ALICIA REIS",TRITON
"MASTERS, ALICIA REIS",VISION DOPPELGANGER 
"MASTERS, ALICIA REIS",MR. FANTASTIC/REED R
"MASTERS, ALICIA REIS",MR. FANTASTIC/REED R
"MASTERS, ALICIA REIS",XEMU
"MASTERS, ALICIA REIS",POUNDCAKES/MARIAN PO
"MASTERS, ALICIA REIS",PSYCHO-MAN
"MASTERS, ALICIA REIS",THING/BENJAMIN J. GR
"MASTERSON, KEVIN","SAPRISTI, JERRY"
"MASTERSON, KEVIN","STEELE, MARCY MASTER"
"MASTERSON, KEVIN",THERMAL MAN
MAXIMUS [INHUMAN],MR. FANTASTIC/REED R
MAXIMUS [INHUMAN],SHE-HULK/JENNIFER WA
MAXOV,PLANNER
MAXOV,SHE-HULK/JENNIFER WA
"MCCABE, LINDSAY",WOLVERINE/LOGAN 
"MCCABE, LINDSAY",WOLVERINE/LOGAN 
"MCCABE, LINDSAY",TYGER TIGER/JESSAN H
"MCCABE, LINDSAY","RUSSELL, LISSA"
"MCCOY, NORTON",PROFESSOR X/CHARLES 
"MCDOWELL, SCOTTY",SPIDER-WOMAN/JESSICA
"MCKEEVER, TINY","OSBORN, LIZ ALLAN"
"MCKEEVER, TINY","OSBORN, LIZ ALLAN"
"MCKEEVER, TINY","THOMPSON, EUGENE FLA"
"MCKENZIE, LYDIA",ZURI
"MCLAREN, MEGAN",THOR/DR. DONALD BLAK
"MCLAREN, MEGAN",STORM/ORORO MUNROE S
"MEACHUM, JOY","WING, COLLEEN"
MEANY,WOLVERINE/LOGAN 
MEANY,SABRA/RUTH BAT-SERAP
MEDEA,ROSE IV/JACOB JAKE C
MEDUSA/MEDUSALITH AM,MR. FANTASTIC/REED R
MEDUSA/MEDUSALITH AM,MR. FANTASTIC/REED R
MEDUSA/MEDUSALITH AM,VISION 
MEDUSA/MEDUSALITH AM,"RICHARDS, FRANKLIN B"
MEDUSA/MEDUSALITH AM,SUB-MARINER/NAMOR MA
MEDUSA/MEDUSALITH AM,"O'BRIEN, MICHAEL"
MEDUSA/MEDUSALITH AM,"RAM, SIR"
MEDUSA/MEDUSALITH AM,TRITON
MEDUSA/MEDUSALITH AM,WOZ/DEWOZ
MEDUSA/MEDUSALITH AM,SPIDER-MAN/PETER PAR
MEDUSA/MEDUSALITH AM,QUICKSILVER/PIETRO M
MEDUSA/MEDUSALITH AM,SPHINX
MEDUSA/MEDUSALITH AM,THUNDRA
MEEK,"TSURAYABA, MATSUO"
MEGGAN,"STUART, DR. ALISTAIR"
MEGGAN,"STUART, DR. ALISTAIR"
MEGGAN,SAT-YR-9
MEGGAN,WOLFSBANE/RAHNE SINC
MEGGAN,NIGHTCRAWLER/KURT WA
MEGGAN,NIGHTCRAWLER/KURT WA
MEGGAN,"THOMAS, COMMANDER DA"
MEGGAN,PROFESSOR X/CHARLES 
MEGGAN,PHOENIX III/RACHEL S
MEGGAN,PSYLOCKE/ELISABETH B
MEGGAN,SHADOWCAT/KATHERINE 
MELLENCAMP,PROFESSOR X/CHARLES 
MENTALLO,SUPER-ADAPTOID/ALESS
MEPHISTO,VOLSTAGG
MEPHISTO,UTGARD-LOKI
MEPHISTO,SKOLL
MEPHISTO,TRITON
MEPHISTO,SILVER SURFER/NORRIN
MEPHISTO,TANA NILE
MEPHISTO,SPIDER-MAN/PETER PAR
"MERCADO, JOY","ROBERTSON, AMANDA"
"MERCADO, JOY","URICH, BEN"
"MERCADO, JOY",PUMA/THOMAS FIREHEAR
"MERRYWEATHER, IRENE",VISION 
MESMERO,VANISHER
METALSLASH/,SOUNDBYTE/
METEORITE,"NORRISS, SISTER BARB"
MEXXA RIEN,RAGE/ELVIN DARYL HAL
MIDAS,"SITWELL, JASPER"
MIDGET,PROFESSOR X/CHARLES 
MIKHLO,SILVERMANE/SILVIO MA
MILAN,WOLVERINE/LOGAN 
MINDBLAST,SNAPDRAGON/SHEOKE SA
MINERVA [KREE],SERSI/SYLVIA
MIRAGE,"PARKER, MAY"
MIRAGE II/DANIELLE M,WARLOCK III
MIRAGE II/DANIELLE M,WARLOCK III
MIRAGE II/DANIELLE M,SLEDGE
MIRAGE II/DANIELLE M,SUNSPOT/ROBERTO DACO
MIRAGE II/DANIELLE M,SUNSPOT/ROBERTO DACO
MIRAGE II/DANIELLE M,REIGNFIRE/
MIRAGE II/DANIELLE M,STORM/ORORO MUNROE S
MIRAGE II/DANIELLE M,"SUMMERS, NATHAN CHRI"
MIRAGE II/DANIELLE M,WOLVERINE/LOGAN 
MIRAGE II/DANIELLE M,WOLVERINE/LOGAN 
MIRAGE II/DANIELLE M,PROFESSOR X/CHARLES 
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,PATRIOT/JEFF MACE
MISS AMERICA/MADELIN,U-MAN/MERRANO
MISS AMERICA/MADELIN,MISS AMERICA/MADELIN
MISS AMERICA/MADELIN,MISS AMERICA/MADELIN
MISS AMERICA/MADELIN,MISS AMERICA/MADELIN
MISS AMERICA/MADELIN,MISS AMERICA/MADELIN
MISS AMERICA/MADELIN,MISS AMERICA/MADELIN
MISS AMERICA/MADELIN,SUB-MARINER/NAMOR MA
MISS MASS/,WOLVERINE/LOGAN 
MISS MASS/,PUCK/EUGENE MILTON J
MISTER HYDE/CALVIN Z,PILEDRIVER II/BRIAN 
MISTER HYDE/CALVIN Z,PUFF ADDER
MOCKINGBIRD/DR. BARB,PSYLOCKE/ELISABETH B
MOCKINGBIRD/DR. BARB,WONDER MAN/SIMON WIL
MOCKINGBIRD/DR. BARB,TRICKSHOT
MOCKINGBIRD/DR. BARB,TIGRA/GREER NELSON
MOCKINGBIRD/DR. BARB,TIGRA/GREER NELSON
MOCKINGBIRD/DR. BARB,MOON KNIGHT/MARC SPE
MOCKINGBIRD/DR. BARB,SUNFIRE/SHIRO YOSHID
MOCKINGBIRD/DR. BARB,POWER MAN/ERIK JOSTE
MOCKINGBIRD/DR. BARB,SCARLET WITCH/WANDA 
MOCKINGBIRD/DR. BARB,SHANNA/SHANNA O'HARA
MOCKINGBIRD/DR. BARB,WOLVERINE/LOGAN 
MOCKINGBIRD/DR. BARB,SILVER SURFER/NORRIN
MOCKINGBIRD/DR. BARB,UTGARD-LOKI
MODOK/GEORGE TARLETO,SMOKESCREEN/
MOJO,RICOCHET RITA
MOJO,SPIRAL
MOJO,POLARIS/LORNA DANE
MOLE MAN/HARVEY RUPE,SUB-MARINER/NAMOR MA
MOLE MAN/HARVEY RUPE,SERSI/SYLVIA
MOLE MAN/HARVEY RUPE,MR. FANTASTIC/REED R
MOLE MAN/HARVEY RUPE,WARLOCK II/ADAM WARL
MOLE MAN/HARVEY RUPE,WILD CHILD/KYLE GIBN
MOLE MAN/HARVEY RUPE,SCARLET WITCH/WANDA 
MOLE MAN/HARVEY RUPE,VISION 
MOLECULE MAN/OWEN RE,WASP/JANET VAN DYNE 
MOLECULE MAN/OWEN RE,SHAMAN/MICHAEL TWOYO
MOLECULE MAN/OWEN RE,MR. FANTASTIC/REED R
MOLECULE MAN/OWEN RE,VOLCANA/MARSHA ROSEN
MOLECULE MAN/OWEN RE,SCREAMING MIMI/MELIS
MOLECULE MAN/OWEN RE,SHE-HULK/JENNIFER WA
MOLECULE MAN/OWEN RE,"RICHARDS, FRANKLIN B"
MOLECULE MAN/OWEN RE,"PAIBOK, CAPT. [SKRUL"
MOLTEN MAN/MARK RAXT,NARDI
MONDO II,OMEGA RED/ARKADY ROS
MONMOUTH,TRIATHLON/DELROY GAR
MOON KNIGHT/MARC SPE,PUNISHER II/FRANK CA
MOON KNIGHT/MARC SPE,PRINCESS NEPTHYS/SAN
MOON KNIGHT/MARC SPE,SAMUELS
MOON KNIGHT/MARC SPE,SASQUATCH/WALTER LAN
MOON KNIGHT/MARC SPE,WONDER MAN/SIMON WIL
MOONBOY,"WOO, JIMMY"
MOONDRAGON DOPPELGAN,WARLOCK II/ADAM WARL
MOONDRAGON/HEATHER D,THING/BENJAMIN J. GR
MOONDRAGON/HEATHER D,"RORY, RICHARD"
MOONDRAGON/HEATHER D,POWDERKEG II
MOONDRAGON/HEATHER D,SPIDER-MAN/PETER PAR
MOONDRAGON/HEATHER D,SPIDER-MAN/PETER PAR
MOONDRAGON/HEATHER D,MR. FANTASTIC/REED R
MOONDRAGON/HEATHER D,THUNDERSTRIKE/ERIC K
MOONDRAGON/HEATHER D,TIGRA/GREER NELSON
MOONDRAGON/HEATHER D,WONDER MAN/SIMON WIL
MOONDRAGON/HEATHER D,SHAMROCK/MOLLY FITZG
MOONDRAGON/HEATHER D,SCARLET WITCH/WANDA 
MOONDRAGON/HEATHER D,SCARLET WITCH/WANDA 
MOONDRAGON/HEATHER D,VISION 
MOONDRAGON/HEATHER D,UATU
MOONSTONE II/KARLA S,SCREAMING MIMI/MELIS
MOONSTONE II/KARLA S,"STERMAN, ANDREA ANDI"
MOONSTONE II/KARLA S,RHINO
MORBIUS/DR. MICHAEL ,SPIDER-MAN/PETER PAR
MORDRED THE EVIL,WONDER MAN/SIMON WIL
MORDRED THE EVIL,VISION 
"MOREAU, PHILLIP",PIPELINE/CORMICK GRI
"MOREAU, PHILLIP",WIPEOUT
"MOREAU, PHILLIP",SENYAKA
"MOY, ALYSSA",PUNCHOUT
MR. FANTASTIC DOPPEL,WOLFSBANE DOPPELGANG
MR. FANTASTIC/REED R,"URICH, BEN"
MR. FANTASTIC/REED R,UATU
MR. FANTASTIC/REED R,SCARLET WITCH/WANDA 
MR. FANTASTIC/REED R,"POWER, DR. MAX"
MR. FANTASTIC/REED R,ORKA
MR. FANTASTIC/REED R,SAYGE
MR. FANTASTIC/REED R,"SUMMERS, MADELYNE MA"
MR. FANTASTIC/REED R,THING/BENJAMIN J. GR
MR. FANTASTIC/REED R,THING/BENJAMIN J. GR
MR. FANTASTIC/REED R,THING/BENJAMIN J. GR
MR. FANTASTIC/REED R,THING/BENJAMIN J. GR
MR. FANTASTIC/REED R,THING/BENJAMIN J. GR
MR. FANTASTIC/REED R,THUNDERSTRIKE/ERIC K
MR. FANTASTIC/REED R,SERSI/SYLVIA
MR. FANTASTIC/REED R,SPIDER-MAN/PETER PAR
MR. FANTASTIC/REED R,SPIDER-MAN/PETER PAR
MR. FANTASTIC/REED R,"QUINN, MR."
MR. FANTASTIC/REED R,SHE-HULK/JENNIFER WA
MR. FANTASTIC/REED R,PROFESSOR X/CHARLES 
MR. FANTASTIC/REED R,SPIDER-WOMAN/JESSICA
MR. FANTASTIC/REED R,TRADER
MR. FANTASTIC/REED R,WHITE QUEEN/EMMA FRO
MR. FANTASTIC/REED R,"THOMAS, ROY"
MR. FANTASTIC/REED R,SUB-MARINER/NAMOR MA
MR. FANTASTIC/REED R,PRINCESS PEARLA
MR. FANTASTIC/REED R,"POWER, MARGARET"
MR. FANTASTIC/REED R,NOVA II/FRANKIE RAYE
MR. FANTASTIC/REED R,THOR/DR. DONALD BLAK
MR. FANTASTIC/REED R,STORM/ORORO MUNROE S
MR. FANTASTIC/REED R,THINKER
MR. FANTASTIC/REED R,PSYCHO-MAN
MR. FANTASTIC/REED R,THANOS
MR. IMMORTAL,THUNDERBIRD II/JAMES
MR. JIP,STORM/ORORO MUNROE S
MR. JIP,"NALES, DET. REBECCA "
MR. NACHT,ROSE IV/JACOB JAKE C
MR. SINISTER/NATHAN ,"SUMMERS, NATHAN CHRI"
MR. X,NIGHTCRAWLER/KURT WA
"MUGGINS, MAMIE",SCARLET WITCH/WANDA 
"MUGGINS, MAMIE","ROBERTSON, JOE"
"MUGGINS, MAMIE","PARKER, MAY"
MULTIPLE MAN DOPPELG,SILVER SURFER/NORRIN
MULTIPLE MAN/JAMES A,RHAPSODY/RACHEL ARGO
MULTIPLE MAN/JAMES A,STORM/ORORO MUNROE S
MULTIPLE MAN/JAMES A,USAGENT DOPPELGANGER
MULTIPLE MAN/JAMES A,POLARIS/LORNA DANE
MULTIPLE MAN/JAMES A,WOLVERINE/LOGAN 
MULTIPLE MAN/JAMES A,NOVA/RICHARD RIDER
MULTIPLE MAN/JAMES A,PSYNAPSE
MULTIPLE MAN/JAMES A,PSYLOCKE/ELISABETH B
MULTIPLE MAN/JAMES A,ROGUE /
"MURDOCK, SISTER MAGG","NELSON, FRANKLIN FOG"
MURMUR II/ARLETTE TR,WOODGOD
MYSTERIA/,STEEL WIND
MYSTERIA/,PALADIN/PAUL DENNIS
MYSTERIO II/DANIEL B,"WATSON-PARKER, MARY "
MYSTERIO II/DANIEL B,"WATSON-PARKER, MARY "
MYSTERIO/QUENTIN BEC,ZURI
MYSTERIO/QUENTIN BEC,VULTURE/ADRIAN TOOME
MYSTERIO/QUENTIN BEC,SHOCKER/HERMAN SCHUL
MYSTERIO/QUENTIN BEC,SPIDER-MAN/PETER PAR
MYSTERIO/QUENTIN BEC,SPIDER-MAN CLONE/BEN
MYSTIQUE/RAVEN DARKH,POLARIS/LORNA DANE
MYSTIQUE/RAVEN DARKH,STARSHINE II/BRANDY 
MYSTIQUE/RAVEN DARKH,SABRETOOTH/VICTOR CR
MYSTIQUE/RAVEN DARKH,TESSA
MYSTIQUE/RAVEN DARKH,NIGHTCRAWLER/KURT WA
MYSTIQUE/RAVEN DARKH,WOLVERINE/LOGAN 
MYSTIQUE/RAVEN DARKH,WARLOCK III
MYSTIQUE/RAVEN DARKH,PROFESSOR X/CHARLES 
MYSTIQUE/RAVEN DARKH,SPIDER-MAN/PETER PAR
MYSTIQUE/RAVEN DARKH,TOAD/MORTIMER TOYNBE
MYSTIQUE/RAVEN DARKH,PHOENIX III/RACHEL S
MYSTIQUE/RAVEN DARKH,SPIRAL
N'ASTIRH,"SOUTHERN, CANDY"
N'ASTIRH,"RASPUTINA, ILLYANA I"
"NAGAN, DR. ARTHUR",SUB-MARINER/NAMOR MA
NAKOTA,SPIDER-MAN/PETER PAR
NAMORITA DOPPELGANGE,NORTHSTAR/JEAN-PAUL 
NAMORITA/NITA PRENTI,THOR/DR. DONALD BLAK
NAMORITA/NITA PRENTI,NOVA/RICHARD RIDER
NAMORITA/NITA PRENTI,NOVA/RICHARD RIDER
NAMORITA/NITA PRENTI,NOVA/RICHARD RIDER
NAMORITA/NITA PRENTI,NOVA/RICHARD RIDER
NAMORITA/NITA PRENTI,"WETHERELL, MANOLI"
NAMORITA/NITA PRENTI,THUNDERSTRIKE/ERIC K
NAMORITA/NITA PRENTI,SUB-MARINER/NAMOR MA
NAMORITA/NITA PRENTI,"NEWELL, DIANE ARLISS"
NAMORITA/NITA PRENTI,SILHOUETTE
NAMORITA/NITA PRENTI,"PRENTISS, BETTY DEAN"
NAMORITA/NITA PRENTI,"RIDER, ROBERT ROBBIE"
NANNY II,STORM/ORORO MUNROE S
NANNY II,WARLOCK III
NAZE,"SUMMERS, MADELYNE MA"
NECROMANCER/DR. STEP,SCARLET WITCH/WANDA 
NEEDLE,SHROUD/MAXIMILLIAN Q
NEEDLE,SCARLET WITCH/WANDA 
NEEDLE,TICKTOCK
NEKRA/ADRIENNE HATRO,SASQUATCH/WALTER LAN
"NELSON, DEBBIE HARRI",PURPLE MAN/ZEBEDIAH 
"NELSON, FRANKLIN FOG","URICH, BEN"
"NELSON, FRANKLIN FOG","URICH, BEN"
"NELSON, FRANKLIN FOG","SHARPE, ROSALINDE"
"NELSON, FRANKLIN FOG",NIGHT THRASHER/DUANE
"NELSON, FRANKLIN FOG","PARKER, MAY"
"NELSON, FRANKLIN FOG","OSBORN, NORMIE"
"NELSON, FRANKLIN FOG","ROBERTSON, JOE"
NEMESIS,WITCHFIRE
NEREEL,ZABU
"NEVILLE, KATE","WOO, JIMMY"
NEW SUN,RAX
NEZARR,"RICHARDS, FRANKLIN B"
NEZARR,RAGE/ELVIN DARYL HAL
NIGHT THRASHER/DUANE,"ROSEN, WALTER"
NIGHT THRASHER/DUANE,RAGE/ELVIN DARYL HAL
NIGHT THRASHER/DUANE,RAGE/ELVIN DARYL HAL
NIGHT THRASHER/DUANE,SPEEDBALL/ROBBIE BAL
NIGHT THRASHER/DUANE,SPEEDBALL/ROBBIE BAL
NIGHT THRASHER/DUANE,SIRYN/THERESA ROURKE
NIGHT THRASHER/DUANE,PRETTY PERSUASIONS/H
NIGHT THRASHER/DUANE,THINKER
NIGHT THRASHER/DUANE,TAI II
NIGHT THRASHER/DUANE,NOVA/RICHARD RIDER
NIGHTCRAWLER/KURT WA,SHADOWCAT/KATHERINE 
NIGHTCRAWLER/KURT WA,SHADOWCAT/KATHERINE 
NIGHTCRAWLER/KURT WA,SHADOWCAT/KATHERINE 
NIGHTCRAWLER/KURT WA,SHADOWCAT/KATHERINE 
NIGHTCRAWLER/KURT WA,SHADOWCAT/KATHERINE 
NIGHTCRAWLER/KURT WA,SHADOWCAT/KATHERINE 
NIGHTCRAWLER/KURT WA,ROGUE /
NIGHTCRAWLER/KURT WA,ROGUE /
NIGHTCRAWLER/KURT WA,ROGUE /
NIGHTCRAWLER/KURT WA,ROGUE /
NIGHTCRAWLER/KURT WA,WIDGET
NIGHTCRAWLER/KURT WA,"ZEDRAO, GENERAL"
NIGHTCRAWLER/KURT WA,PSYLOCKE/ELISABETH B
NIGHTCRAWLER/KURT WA,STORM/ORORO MUNROE S
NIGHTCRAWLER/KURT WA,STORM/ORORO MUNROE S
NIGHTCRAWLER/KURT WA,PHOENIX III/RACHEL S
NIGHTCRAWLER/KURT WA,PHOENIX III/RACHEL S
NIGHTCRAWLER/KURT WA,PHOENIX III/RACHEL S
NIGHTCRAWLER/KURT WA,PHOENIX III/RACHEL S
NIGHTCRAWLER/KURT WA,THOR/DR. DONALD BLAK
NIGHTCRAWLER/KURT WA,"STUART, DR. ALISTAIR"
NIGHTCRAWLER/KURT WA,WALDO
NIGHTCRAWLER/KURT WA,SIRYN/THERESA ROURKE
NIGHTCRAWLER/KURT WA,SUNDER
NIGHTCRAWLER/KURT WA,WRECKER III/DIRK GAR
NIGHTCRAWLER/KURT WA,WILDSIDE
NIGHTCRAWLER/KURT WA,"REYES, DR. CECELIA"
NIGHTCRAWLER/KURT WA,ZABU
NIGHTCRAWLER/KURT WA,PROFESSOR X/CHARLES 
NIGHTCRAWLER/KURT WA,SPIDER-WOMAN II/JULI
NIGHTHAWK II/KYLE RI,"NORRISS, SISTER BARB"
NIGHTHAWK II/KYLE RI,"NORRISS, SISTER BARB"
NIGHTHAWK II/KYLE RI,"NORRISS, SISTER BARB"
NIGHTHAWK II/KYLE RI,"NORRISS, SISTER BARB"
NIGHTHAWK II/KYLE RI,"NORRISS, SISTER BARB"
NIGHTHAWK II/KYLE RI,"SWITZLER, BEVERLY"
NIGHTHAWK/KYLE RICHM,OVERMIND/GROM
NIGHTMARE/EDVARD HAB,SISTER NIL
NIGHTSHADE/TILDA,SCREAMING MIMI/MELIS
NIGHTSHADE/TILDA,"SUPERIA/WENTWORTH, D"
NIGHTSHADE/TILDA,"ROSENTHAL, BERNIE"
NITRO/ROBERT L. HUNT,STARFOX/EROS
NOMAD III/JACK MONRO,PUFF ADDER
NOMAD III/JACK MONRO,"VON STRUCKER, WERNER"
NOMAD III/JACK MONRO,SCREAM
"NORRISS, JACK","PENNYWORTH, J.C."
"NORRISS, SISTER BARB",OVERMIND/GROM
"NORRISS, SISTER BARB",VISION 
"NORRISS, SISTER BARB",WONG
"NORRISS, SISTER BARB",WONG
"NORRISS, SISTER BARB",SLITHER
"NORRISS, SISTER BARB","RORY, RICHARD"
NORTHSTAR/JEAN-PAUL ,WILD CHILD/KYLE GIBN
NORTHSTAR/JEAN-PAUL ,PURPLE MAN/ZEBEDIAH 
NOVA DOPPELGANGER,STRONG GUY DOPPELGAN
